1AAAPASSAAAHome page for avasam open successfully and url is: https://apptest.avasam.com/AAA10:52:58AAA10:53:11AAA13
6AAAPASSAAAUser Successfully logged in.AAA10:53:11AAA10:53:24AAA13
9AAAPASSAAAUser Successfully logged in.AAA10:53:26AAA10:53:56AAA30
