1AAAPASSAAAHome page for saucedemo open successfully and url is: https://www.saucedemo.com/AAA14:19:24AAA14:19:30AAA6
2AAAPASSAAAError Message displayed successfully and error message is: Epic sadface: Username and password do not match any user in this serviceAAA14:19:30AAA14:19:33AAA3
3AAAPASSAAAUser Successfully logged in.AAA14:19:34AAA14:19:38AAA4
4AAAPASSAAAProduct is available in the product list; Product Name is : Sauce Labs BackpackAAA14:19:38AAA14:19:39AAA1
5AAAFAILAAAProduct is not added to cart successfullyAAA14:19:39AAA14:19:43AAA4
